ParticipantID,TypingStyle,Group,FirstAOMICondition,UsedComputer?,ComputerUse_mins,EHI-Type,EHI-Answer,EHI-Score,EHI-Mean,EHI-Laterality,KVIQ-ImageryType,KVIQ-MovementType,KVIQ-Dominance,KVIQ-Score,KVIQ-VId(max=20),KVIQ-VInd(max=20),KVIQ-VI_total(max=45),KVIQ-KId(max=20),KVIQ-KInd(max=20),KVIQ-KI_total(max=45),CRT-Hand,CRT-Trial,CRT-Time(secs),CRT-Rhand,CRT_Lhand
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,nd,2,,,,,,,,,,,
38,Touch,F,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,d,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,3,5,6,12,7,7,15,Left,1,26.54,17.48666667,21.54333333
32,Touch,G,AOMIspec,No,0,Throwing,Always right,100,,Right,Visual,TFT,d,1,,,,,,,Left,2,20.47,,
32,Touch,G,AOMIspec,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,1,,,,,,,Left,3,17.62,,
32,Touch,G,AOMIspec,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,1,,,,,,,Right,1,18.58,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FTF,0,1,,,,,,,Right,2,17.58,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,HA,d,2,,,,,,,Right,3,16.3,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FT,nd,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,HA,nd,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FT,d,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FSF,nd,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,TFT,d,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FTF,0,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,HA,d,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FT,nd,2,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,HA,nd,1,,,,,,,,,,,
32,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FT,d,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,3,9,9,21,8,8,17,Left,1,23.51,17.19,20.21
23,Touch,B,AOMIgen,No,0,Throwing,Always right,100,,Right,Visual,TFT,d,1,,,,,,,Left,2,18.94,,
23,Touch,B,AOMIgen,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,3,,,,,,,Left,3,18.18,,
23,Touch,B,AOMIgen,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,2,,,,,,,Right,1,19.03,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,15.9,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,HA,d,2,,,,,,,Right,3,16.64,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,FT,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,HA,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Visual,FT,d,3,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,d,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FTF,0,1,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,d,1,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,nd,3,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,nd,1,,,,,,,,,,,
23,Touch,B,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,d,3,,,,,,,,,,,
36,Touch,E,AOMIspec,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,4,18,18,40,6,7,14,Left,1,17.96,13.90666667,16.15333333
36,Touch,E,AOMIspec,,,Throwing,Always right,100,,Right,Visual,TFT,d,5,,,,,,,Left,2,14.44,,
36,Touch,E,AOMIspec,,,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,16.06,,
36,Touch,E,AOMIspec,,,Spoon,Always right,100,,Right,Visual,TFT,nd,5,,,,,,,Right,1,15.55,,
36,Touch,E,AOMIspec,,,,,,,Right,Visual,FTF,0,4,,,,,,,Right,2,13.24,,
36,Touch,E,AOMIspec,,,,,,,Right,Visual,HA,d,4,,,,,,,Right,3,12.93,,
36,Touch,E,AOMIspec,,,,,,,Right,Visual,FT,nd,5,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Visual,HA,nd,4,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Visual,FT,d,5,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,FSF,nd,1,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,TFT,d,2,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,TFT,nd,3,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,FTF,0,1,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,HA,d,1,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,FT,nd,2,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,HA,nd,1,,,,,,,,,,,
36,Touch,E,AOMIspec,,,,,,,Right,Kinesthetic,FT,d,1,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,4,20,15,38,15,10,28,Left,1,15.93,12.16666667,15.06
11,Touch,H,AOMIgen,No,0,Throwing,Always right,100,,Right,Visual,TFT,d,5,,,,,,,Left,2,13.62,,
11,Touch,H,AOMIgen,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,5,,,,,,,Left,3,15.63,,
11,Touch,H,AOMIgen,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,4,,,,,,,Right,1,11.89,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,12.1,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Visual,HA,d,5,,,,,,,Right,3,12.51,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Visual,FT,d,5,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,d,4,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,d,4,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FTF,0,3,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,d,4,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,nd,3,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,nd,2,,,,,,,,,,,
11,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,d,3,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,Writing,Always right,100,87.5,Right,Visual,FSF,nd,4,17,15,37,10,12,26,Left,1,22.39,16.94,23.1
42,Touch,C,AOMIspec,Yes,30,Throwing,Always right,100,,Right,Visual,TFT,d,5,,,,,,,Left,2,24.77,,
42,Touch,C,AOMIspec,Yes,30,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,22.14,,
42,Touch,C,AOMIspec,Yes,30,Spoon,Usually right,50,,Right,Visual,TFT,nd,4,,,,,,,Right,1,-40.14,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,FTF,0,5,,,,,,,Right,2,17.27,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,HA,d,3,,,,,,,Right,3,16.61,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,FT,nd,5,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,HA,nd,2,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Visual,FT,d,5,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,TFT,d,2,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,TFT,nd,3,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FTF,0,4,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,HA,d,3,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FT,nd,4,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,HA,nd,2,,,,,,,,,,,
42,Touch,C,AOMIspec,Yes,30,,,,,Right,Kinesthetic,FT,d,3,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,Writing,Always left,-100,-75,Left,Visual,FSF,nd,4,17,17,37,11,12,26,Left,1,25.2,24.10666667,20.15
41,Touch,F,AOMIgen,No,0,Throwing,Usually left,-50,,Left,Visual,TFT,d,5,,,,,,,Left,2,17.3,,
41,Touch,F,AOMIgen,No,0,Toothbrushing,Always left,-100,,Left,Visual,FSF,d,4,,,,,,,Left,3,17.95,,
41,Touch,F,AOMIgen,No,0,Spoon,Usually left,-50,,Left,Visual,TFT,nd,5,,,,,,,Right,1,29.07,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Visual,FTF,0,3,,,,,,,Right,2,22.58,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Visual,HA,d,4,,,,,,,Right,3,20.67,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Visual,FT,nd,5,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Visual,HA,nd,3,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Visual,FT,d,4,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,FSF,nd,2,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,TFT,d,3,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,FSF,d,2,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,TFT,nd,4,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,FTF,0,3,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,HA,d,2,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,FT,nd,4,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,HA,nd,2,,,,,,,,,,,
41,Touch,F,AOMIgen,No,0,,,,,Left,Kinesthetic,FT,d,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,Writing,Always right,100,75,Right,Visual,FSF,nd,4,15,14,32,16,15,34,Left,1,21.61,20.28333333,23.49666667
46,Touch,D,AOMIgen,Yes,60,Throwing,Always right,100,,Right,Visual,TFT,d,3,,,,,,,Left,2,19.3,,
46,Touch,D,AOMIgen,Yes,60,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,29.58,,
46,Touch,D,AOMIgen,Yes,60,Spoon,Both Equally ,0,,Right,Visual,TFT,nd,3,,,,,,,Right,1,22.85,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,19.65,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Visual,HA,d,4,,,,,,,Right,3,18.35,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Visual,FT,nd,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Visual,FT,d,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,TFT,d,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,FSF,d,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,TFT,nd,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,FTF,0,3,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,HA,d,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,FT,nd,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,HA,nd,4,,,,,,,,,,,
46,Touch,D,AOMIgen,Yes,60,,,,,Right,Kinesthetic,FT,d,4,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,Writing,Always left,-100,-100,Left,Visual,FSF,nd,4,14,14,31,14,15,29,Left,1,13.11,15.38,12.98333333
31,Touch,G,AOMIspec,Yes,120,Throwing,Always left,-100,,Left,Visual,TFT,d,2,,,,,,,Left,2,12.78,,
31,Touch,G,AOMIspec,Yes,120,Toothbrushing,Always left,-100,,Left,Visual,FSF,d,4,,,,,,,Left,3,13.06,,
31,Touch,G,AOMIspec,Yes,120,Spoon,Always left,-100,,Left,Visual,TFT,nd,3,,,,,,,Right,1,15.07,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Visual,FTF,0,3,,,,,,,Right,2,16.06,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Visual,HA,d,4,,,,,,,Right,3,15.01,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Visual,FT,nd,3,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Visual,HA,nd,4,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Visual,FT,d,4,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FSF,nd,3,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,TFT,d,2,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FSF,d,4,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,TFT,nd,4,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FTF,0,1,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,HA,d,4,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FT,nd,4,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,HA,nd,3,,,,,,,,,,,
31,Touch,G,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FT,d,4,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,Writing,Always right,100,87.5,Right,Visual,FSF,nd,4,9,11,23,6,8,17,Left,1,33.73,19.68,25.57666667
44,Touch,B,AOMIgen,Yes,30,Throwing,Usually right,50,,Right,Visual,TFT,d,2,,,,,,,Left,2,22.49,,
44,Touch,B,AOMIgen,Yes,30,Toothbrushing,Always right,100,,Right,Visual,FSF,d,2,,,,,,,Left,3,20.51,,
44,Touch,B,AOMIgen,Yes,30,Spoon,Always right,100,,Right,Visual,TFT,nd,2,,,,,,,Right,1,20.32,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,21.7,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Visual,HA,d,3,,,,,,,Right,3,17.02,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Visual,FT,nd,2,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Visual,FT,d,2,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FSF,nd,2,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,TFT,d,1,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FSF,d,2,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FTF,0,3,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,HA,d,2,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FT,nd,1,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,HA,nd,3,,,,,,,,,,,
44,Touch,B,AOMIgen,Yes,30,,,,,Right,Kinesthetic,FT,d,1,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,Writing,Always left,-100,-100,Left,Visual,FSF,nd,5,17,18,40,12,11,27,Left,1,14.83,23.35333333,15.28
43,Touch,A,AOMIspec,Yes,120,Throwing,Always left,-100,,Left,Visual,TFT,d,4,,,,,,,Left,2,15.31,,
43,Touch,A,AOMIspec,Yes,120,Toothbrushing,Always left,-100,,Left,Visual,FSF,d,3,,,,,,,Left,3,15.7,,
43,Touch,A,AOMIspec,Yes,120,Spoon,Always left,-100,,Left,Visual,TFT,nd,3,,,,,,,Right,1,21.25,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Visual,FTF,0,5,,,,,,,Right,2,25.57,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Visual,HA,d,5,,,,,,,Right,3,23.24,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Visual,FT,nd,5,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Visual,HA,nd,5,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Visual,FT,d,5,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FSF,nd,3,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,TFT,d,1,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FSF,d,3,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,TFT,nd,1,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FTF,0,4,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,HA,d,4,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FT,nd,4,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,HA,nd,3,,,,,,,,,,,
43,Touch,A,AOMIspec,Yes,120,,,,,Left,Kinesthetic,FT,d,4,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,Writing,Always right,100,75,Right,Visual,FSF,nd,1,17,9,31,8,6,17,Left,1,22.56,15.96333333,18.16
39,Touch,H,AOMIgen,No,0,Throwing,Usually right,50,,Right,Visual,TFT,d,3,,,,,,,Left,2,14.39,,
39,Touch,H,AOMIgen,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,4,,,,,,,Left,3,17.53,,
39,Touch,H,AOMIgen,No,0,Spoon,Usually right,50,,Right,Visual,TFT,nd,2,,,,,,,Right,1,17.75,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Visual,FTF,0,5,,,,,,,Right,2,15.56,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Visual,HA,d,5,,,,,,,Right,3,14.58,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Visual,FT,nd,3,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Visual,FT,d,5,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,nd,2,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,d,3,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FSF,d,1,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,TFT,nd,2,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FTF,0,3,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,d,2,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,nd,1,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,HA,nd,1,,,,,,,,,,,
39,Touch,H,AOMIgen,No,0,,,,,Right,Kinesthetic,FT,d,2,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,Writing,Always right,100,100,Right,Visual,FSF,nd,2,13,11,27,11,11,26,Left,1,13.48,14.59333333,13.52333333
29,Touch,G,AOMIspec,No,0,Throwing,Always right,100,,Right,Visual,TFT,d,3,,,,,,,Left,2,13.18,,
29,Touch,G,AOMIspec,No,0,Toothbrushing,Always right,100,,Right,Visual,FSF,d,3,,,,,,,Left,3,13.91,,
29,Touch,G,AOMIspec,No,0,Spoon,Always right,100,,Right,Visual,TFT,nd,3,,,,,,,Right,1,14.96,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FTF,0,3,,,,,,,Right,2,14.61,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Visual,HA,d,3,,,,,,,Right,3,14.21,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FT,nd,3,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Visual,HA,nd,3,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Visual,FT,d,4,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FSF,nd,3,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,TFT,d,1,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FSF,d,3,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,TFT,nd,1,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FTF,0,4,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,HA,d,4,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FT,nd,3,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,HA,nd,4,,,,,,,,,,,
29,Touch,G,AOMIspec,No,0,,,,,Right,Kinesthetic,FT,d,3,,,,,,,,,,,
